timestamp,fps,tracked_objects,top_threat,threat_score,distance_cm,velocity_cm_s,velocity_valid,threat_level,clusters,user_moving,position,bbox_cx_norm,ego_z_cm_s,ego_confident,all_tracks
2026-05-11T17:45:20.823104+00:00,3.1,3,tv,30.7,58,0.0,True,CAUTION,1,True,on your left,0.106,0.0,False,
2026-05-11T17:45:31.357463+00:00,2.4,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-11T17:45:41.375275+00:00,2.2,2,person,1.6,271,0.0,True,SAFE,1,True,on your left,0.061,0.0,False,
2026-05-11T17:45:52.035596+00:00,3.7,3,person,0.0,731,0.0,True,SAFE,1,True,on your left,0.199,0.0,False,
2026-05-11T17:46:02.638889+00:00,1.5,3,person,0.0,698,0.0,True,SAFE,0,True,on your left,0.155,0.0,False,
2026-05-11T17:46:13.124494+00:00,3.3,2,person,0.0,660,0.0,True,SAFE,1,True,on your left,0.243,0.0,False,person:660cm:on your left
2026-05-11T17:46:24.160344+00:00,3.5,0,,0,-1,0,True,NONE,0,True,,-1,-112.8,True,
2026-05-11T17:46:33.765278+00:00,3.9,2,person,0.0,-1,0.0,True,SAFE,0,True,on your right,0.686,0.0,False,
2026-05-11T17:46:43.993466+00:00,4.8,3,person,0.0,-1,0.0,True,SAFE,0,True,ahead,0.58,0.0,False,
2026-05-11T17:46:53.491601+00:00,3.5,3,person,0.0,-1,0.0,True,SAFE,0,True,ahead,0.595,0.0,False,
2026-05-11T17:47:01.563964+00:00,4.0,3,person,0.0,-1,0.0,True,SAFE,0,True,ahead,0.572,0.0,False,
2026-05-11T17:47:12.349840+00:00,2.1,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-11T17:47:21.656123+00:00,2.4,1,tv,4.6,162,0.0,True,SAFE,1,True,on your left,0.059,0.0,False,
2026-05-11T17:47:30.697350+00:00,3.4,3,tv,35.6,53,0.0,True,CAUTION,1,True,on your left,0.127,0.0,False,
2026-05-11T17:47:40.917930+00:00,2.5,3,keyboard,63.8,42,0.0,True,WARNING,1,True,ahead,0.623,0.0,False,tv:58cm:on your right
